id,silicon_data_source,backend,backend_version,model_path,system,precision,mode,isl,osl,gemm_quant_mode,moe_quant_mode,batch_size,tp_size,pp_size,attention_dp_size,moe_tp_size,moe_ep_size,prefill_batch_size,prefill_num_workers,prefill_tp_size,prefill_pp_size,prefill_attention_dp_size,prefill_moe_tp_size,prefill_moe_ep_size,decode_batch_size,decode_num_workers,decode_tp_size,decode_pp_size,decode_attention_dp_size,decode_moe_tp_size,decode_moe_ep_size,silicon_ttft_ms,silicon_tpot_ms
minimaxm2_5_b300_vllm_fp8_agg_8192x1024_c128_cfg733,db-dump/2026-04-27; config_id=733; silicon_concurrency=128; measured=2026-04-17T00:00:00.000Z; workflow_run_id=758; vllm/vllm-openai:v0.19.0-cu130,vllm,0.19.0,MiniMaxAI/MiniMax-M2.5,b300_sxm,fp8,agg,8192,1024,fp8,fp8,128,4,1,1,4,1,,,,,,,,,,,,,,,972.3109823355117,33.442908754168066
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c25_tp2_0_ep2_0_1220,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=25; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,4,1,1,2,2,1799.040258558467,7.630374154022524
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c4405_tp2_0_ep2_0_1221,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=4405; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,5476.802946280595,43.48715390713603
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_8192x1024_c52_tp2_0_ep2_0_1222,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=52; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,4,1,1,2,2,4058.1494332291186,6.540426738116921
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c4611_tp2_0_ep2_0_1223,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=4611; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,5062.207425844462,29.64205874826465
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c120_tp2_0_ep2_0_1224,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=120; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,315.9695549470295,6.917935158810374
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c25_tp2_0_ep2_0_1225,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=25; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,198.2623645113781,4.268328720238587
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c20_tp2_0_ep2_0_1226,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=20; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,171.0609053086955,3.950340060042362
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c60_tp2_0_ep2_0_1227,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=60; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,237.4915942848505,5.477927089800219
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c200_tp2_0_ep2_0_1228,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=200; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,1878.232703388436,7.51560261297044
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c10_tp2_0_ep2_0_1229,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=10; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,171.34704606607556,3.361764081598057
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_8192x1024_c589_tp2_0_ep2_0_1230,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=589; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,3732.740252705904,21.093211792354673
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_8192x1024_c63_tp2_0_ep2_0_1231,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=63; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,3268.7946362188086,9.915889565527992
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c6_tp2_0_ep2_0_1232,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=6; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,2375.828579607575,5.358376534960929
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_8192x1024_c2198_tp2_0_ep2_0_1233,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=2198; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,5193.142044788799,37.47442112920176
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_8192x1024_c105_tp2_0_ep2_0_1234,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=105; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,4,1,1,2,2,2599.310677879978,16.72449245730609
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_1024x1024_c654_tp2_0_ep2_0_1235,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=654; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,1024,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,3768.2201236046058,12.986853768726554
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_8192x1024_c32_tp2_0_ep2_0_1236,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=32; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,3795.3188362582296,3.899523362829599
2026_03_25_deepseek_r1_b300_sxm_trtllm_fp4_disagg_8192x1024_c8_tp2_0_ep2_0_1237,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=8; measured=2026-01-28T16:27:02Z; wip=False; image=nvcr.io/nvidia/ai-dynamo/tensorrtllm-runtime:0.8.1.post1,trtllm,0.8.1.post1,deepseek-ai/DeepSeek-R1,b300_sxm,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,2,1,1,1,2,,,8,1,1,4,2,2786.1119946494,2.9003202073141576
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x8192_c256_tp8_0_ep8_0_1238,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=256; measured=2026-01-28T06:18:44Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,8192,fp8,fp8,32,1,1,8,1,8,,,,,,,,,,,,,,,5180.248964850034,30.398513386321937
2026_03_25_gpt_oss_120b_h200_sxm_trtllm_fp4_agg_1024x8192_c8_tp8_0_ep8_0_1239,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=8; measured=2026-01-28T06:18:44Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:gpt-oss-dev,trtllm,gpt-oss-dev,openai/gpt-oss-120b,h200_sxm,fp4,agg,1024,8192,nvfp4,nvfp4,8,8,1,1,1,8,,,,,,,,,,,,,,,211.07437373138964,5.267967814614272
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x8192_c64_tp8_0_ep8_0_1240,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=64; measured=2026-01-28T06:18:44Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,8192,fp8,fp8,64,8,1,1,1,8,,,,,,,,,,,,,,,377.7741398633225,32.16358586587922
2026_03_25_gpt_oss_120b_h200_sxm_trtllm_fp4_agg_1024x8192_c64_tp1_0_ep1_0_1241,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=64; measured=2026-01-28T06:18:44Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:gpt-oss-dev,trtllm,gpt-oss-dev,openai/gpt-oss-120b,h200_sxm,fp4,agg,1024,8192,nvfp4,nvfp4,64,1,1,1,1,1,,,,,,,,,,,,,,,26034.94040593796,18.468286166232595
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_8192x1024_c64_tp8_0_ep8_0_1242,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=64; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,8192,1024,fp8,fp8,8,1,1,8,1,8,,,,,,,,,,,,,,,6421.963939832494,39.754702652637185
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x8192_c32_tp8_0_ep8_0_1243,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=32; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,8192,fp8,fp8,32,8,1,1,1,8,,,,,,,,,,,,,,,1144.223147194134,15.821505026388827
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x1024_c128_tp8_0_ep8_0_1244,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=128; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,1024,fp8,fp8,16,1,1,8,1,8,,,,,,,,,,,,,,,3201.025608209602,31.458185946990813
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x1024_c64_tp8_0_ep8_0_1245,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=64; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,1024,fp8,fp8,64,8,1,1,1,8,,,,,,,,,,,,,,,972.8336497093552,23.41767484896181
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_8192x1024_c128_tp8_0_ep8_0_1246,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=128; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,8192,1024,fp8,fp8,16,1,1,8,1,8,,,,,,,,,,,,,,,8862.707923942071,61.193337766533375
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_8192x1024_c32_tp8_0_ep8_0_1247,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=32; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,8192,1024,fp8,fp8,32,8,1,1,1,8,,,,,,,,,,,,,,,1231.2374105968047,27.97097643344515
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_8192x1024_c8_tp8_0_ep8_0_1248,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=8; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,8192,1024,fp8,fp8,8,8,1,1,1,8,,,,,,,,,,,,,,,684.5347533759195,12.508576636904074
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x8192_c8_tp8_0_ep8_0_1249,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=8; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,8192,fp8,fp8,8,8,1,1,1,8,,,,,,,,,,,,,,,386.1925202450948,9.329895455040386
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x8192_c128_tp8_0_ep8_0_1250,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=128; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,8192,fp8,fp8,128,8,1,1,1,8,,,,,,,,,,,,,,,1400.640536189965,23.345175091106498
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_8192x1024_c256_tp8_0_ep8_0_1251,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=256; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,8192,1024,fp8,fp8,32,1,1,8,1,8,,,,,,,,,,,,,,,12222.913625075673,101.7799679207291
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x1024_c4_tp8_0_ep8_0_1252,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=4; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,1024,fp8,fp8,4,8,1,1,1,8,,,,,,,,,,,,,,,493.9807895803824,8.583777779094092
2026_03_25_deepseek_r1_b200_sxm_trtllm_fp4_agg_1024x1024_c16_tp4_0_ep4_0_1253,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=16; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,b200_sxm,fp4,agg,1024,1024,nvfp4,nvfp4,16,4,1,1,1,4,,,,,,,,,,,,,,,250.58491412200968,9.405183099015186
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_8192x1024_c4_tp8_0_ep8_0_1254,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=4; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,8192,1024,fp8,fp8,4,8,1,1,1,8,,,,,,,,,,,,,,,595.5962233827449,8.586134035643493
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x1024_c32_tp8_0_ep8_0_1255,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=32; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,1024,fp8,fp8,32,8,1,1,1,8,,,,,,,,,,,,,,,671.0801966597501,19.25209975761523
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x8192_c4_tp8_0_ep8_0_1256,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=4; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,8192,fp8,fp8,4,8,1,1,1,8,,,,,,,,,,,,,,,493.8810078194365,7.105781937579803
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x1024_c16_tp8_0_ep8_0_1257,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=16; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,1024,fp8,fp8,16,8,1,1,1,8,,,,,,,,,,,,,,,918.3790840907022,14.194778511231789
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_8192x1024_c16_tp8_0_ep8_0_1258,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=16; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,8192,1024,fp8,fp8,16,8,1,1,1,8,,,,,,,,,,,,,,,793.9313114969991,17.63911383328603
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x1024_c256_tp8_0_ep8_0_1259,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=256; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,1024,fp8,fp8,32,1,1,8,1,8,,,,,,,,,,,,,,,2997.5119234055455,37.23075320372353
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x8192_c16_tp8_0_ep8_0_1260,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=16; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,8192,fp8,fp8,16,8,1,1,1,8,,,,,,,,,,,,,,,616.87840638333,11.389262203572525
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x8192_c64_tp8_0_ep8_0_1261,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=64; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,8192,fp8,fp8,64,8,1,1,1,8,,,,,,,,,,,,,,,1200.6329800060485,19.40907511629771
2026_03_25_deepseek_r1_h200_sxm_trtllm_fp8_agg_1024x1024_c8_tp8_0_ep8_0_1262,source_file=2026-03-25.csv; model=DeepSeek-R1; silicon_concurrency=8; measured=2026-01-14T22:26:21Z; wip=False; image=nvcr.io#nvidia/tensorrt-llm/release:1.1.0rc2.post2,trtllm,1.1.0rc2.post2,deepseek-ai/DeepSeek-R1,h200_sxm,fp8,agg,1024,1024,fp8,fp8,8,8,1,1,1,8,,,,,,,,,,,,,,,455.1556074758992,11.369859064662188
2026_03_25_gpt_oss_120b_gb200_trtllm_fp4_disagg_8192x1024_c384_tp1_0_ep1_0_1263,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=384; measured=2026-01-07T15:36:44Z; wip=False; image=nvcr.io#nvidia/ai-dynamo/tensorrtllm-runtime:0.7.0.post2,trtllm,0.7.0.post2,openai/gpt-oss-120b,gb200,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,1,1,1,1,1,,,2,1,1,2,1,2101.5661088863453,13.371442211216278
2026_03_25_gpt_oss_120b_gb200_trtllm_fp4_disagg_8192x1024_c256_tp1_0_ep1_0_1264,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=256; measured=2026-01-07T15:36:44Z; wip=False; image=nvcr.io#nvidia/ai-dynamo/tensorrtllm-runtime:0.7.0.post2,trtllm,0.7.0.post2,openai/gpt-oss-120b,gb200,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,1,1,1,1,1,,,2,1,1,2,1,960.075528142852,10.474273054588728
2026_03_25_gpt_oss_120b_gb200_trtllm_fp4_disagg_8192x1024_c32_tp1_0_ep1_0_1265,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=32; measured=2026-01-07T15:36:44Z; wip=False; image=nvcr.io#nvidia/ai-dynamo/tensorrtllm-runtime:0.7.0.post2,trtllm,0.7.0.post2,openai/gpt-oss-120b,gb200,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,1,1,1,1,1,,,4,1,1,4,1,344.06401872911374,3.6127723540976984
2026_03_25_gpt_oss_120b_gb200_trtllm_fp4_disagg_8192x1024_c8_tp1_0_ep1_0_1266,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=8; measured=2026-01-07T15:36:44Z; wip=False; image=nvcr.io#nvidia/ai-dynamo/tensorrtllm-runtime:0.7.0.post2,trtllm,0.7.0.post2,openai/gpt-oss-120b,gb200,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,1,1,1,1,1,,,4,1,1,4,1,155.0833780929679,2.551944989481448
2026_03_25_gpt_oss_120b_gb200_trtllm_fp4_disagg_8192x1024_c16_tp1_0_ep1_0_1267,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=16; measured=2026-01-07T15:36:44Z; wip=False; image=nvcr.io#nvidia/ai-dynamo/tensorrtllm-runtime:0.7.0.post2,trtllm,0.7.0.post2,openai/gpt-oss-120b,gb200,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,1,1,1,1,1,,,4,1,1,4,1,213.49887879478047,2.986707623425634
2026_03_25_gpt_oss_120b_gb200_trtllm_fp4_disagg_8192x1024_c64_tp1_0_ep1_0_1268,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=64; measured=2026-01-07T15:36:44Z; wip=False; image=nvcr.io#nvidia/ai-dynamo/tensorrtllm-runtime:0.7.0.post2,trtllm,0.7.0.post2,openai/gpt-oss-120b,gb200,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,1,1,1,1,1,,,4,1,1,4,1,891.1927187946276,4.224978655007315
2026_03_25_gpt_oss_120b_gb200_trtllm_fp4_disagg_8192x1024_c2_tp1_0_ep1_0_1269,source_file=2026-03-25.csv; model=GPT-OSS-120B; silicon_concurrency=2; measured=2026-01-07T15:36:44Z; wip=False; image=nvcr.io#nvidia/ai-dynamo/tensorrtllm-runtime:0.7.0.post2,trtllm,0.7.0.post2,openai/gpt-oss-120b,gb200,fp4,disagg,8192,1024,nvfp4,nvfp4,,,,,,,,,1,1,1,1,1,,,4,1,1,4,1,120.15112180961296,2.087924826451338
